"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"NEUROG1","Approved symbol","NEUROG1","neurogenin 1","HGNC:7764","5q31.1"
"AQP5","Approved symbol","AQP5","aquaporin 5","HGNC:638","12q13.12"
"PABPC4","Approved symbol","PABPC4","poly(A) binding protein cytoplasmic 4","HGNC:8557","1p34.3"
"SCT","Approved symbol","SCT","secretin","HGNC:10607","11p15.5"
"CTSG","Approved symbol","CTSG","cathepsin G","HGNC:2532","14q12"
"f3-f7_human","Unmatched","","","",""
"USF2","Approved symbol","USF2","upstream transcription factor 2, c-fos interacting","HGNC:12594","19q13.12"
"VAMP3","Approved symbol","VAMP3","vesicle associated membrane protein 3","HGNC:12644","1p36.23"
"PRKG1","Approved symbol","PRKG1","protein kinase cGMP-dependent 1","HGNC:9414","10q11.23-q21.1"
"SLC29A1","Approved symbol","SLC29A1","solute carrier family 29 member 1 (Augustine blood group)","HGNC:11003","6p21.1"
"LCK","Approved symbol","LCK","LCK proto-oncogene, Src family tyrosine kinase","HGNC:6524","1p35.2"
"COPA","Approved symbol","COPA","coat protein complex I subunit alpha","HGNC:2230","1q23.2"
"PROC","Approved symbol","PROC","protein C, inactivator of coagulation factors Va and VIIIa","HGNC:9451","2q14.3"
"RAB27A","Approved symbol","RAB27A","RAB27A, member RAS oncogene family","HGNC:9766","15q21.3"
"DGKZ","Approved symbol","DGKZ","diacylglycerol kinase zeta","HGNC:2857","11p11.2"
"ITPK1","Approved symbol","ITPK1","inositol-tetrakisphosphate 1-kinase","HGNC:6177","14q32.12"
"VWF","Approved symbol","VWF","von Willebrand factor","HGNC:12726","12p13.31"
"KRT1","Approved symbol","KRT1","keratin 1","HGNC:6412","12q13.13"
"AQP6","Approved symbol","AQP6","aquaporin 6","HGNC:639","12q13.12"
"MTX1","Approved symbol","MTX1","metaxin 1","HGNC:7504","1q22"
"ADAMTS13","Approved symbol","ADAMTS13","ADAM metallopeptidase with thrombospondin type 1 motif 13","HGNC:1366","9q34.2"
"TSPAN32","Approved symbol","TSPAN32","tetraspanin 32","HGNC:13410","11p15.5"
"WNT3A","Approved symbol","WNT3A","Wnt family member 3A","HGNC:15983","1q42.13"
"PDIA2","Approved symbol","PDIA2","protein disulfide isomerase family A member 2","HGNC:14180","16p13.3"
"GPAT4","Approved symbol","GPAT4","glycerol-3-phosphate acyltransferase 4","HGNC:20880","8p11.21"
"MYL9","Approved symbol","MYL9","myosin light chain 9","HGNC:15754","20q11.23"
"HTR4","Approved symbol","HTR4","5-hydroxytryptamine receptor 4","HGNC:5299","5q32"
"FGF10","Approved symbol","FGF10","fibroblast growth factor 10","HGNC:3666","5p12"
"RAP2B","Approved symbol","RAP2B","RAP2B, member of RAS oncogene family","HGNC:9862","3q25.2"
"HRG","Approved symbol","HRG","histidine rich glycoprotein","HGNC:5181","3q27.3"
"HRG","Alias symbol","NRG1","neuregulin 1","HGNC:7997","8p12"
"TP73","Approved symbol","TP73","tumor protein p73","HGNC:12003","1p36.32"
"ILK","Approved symbol","ILK","integrin linked kinase","HGNC:6040","11p15.4"
"PLSCR1","Approved symbol","PLSCR1","phospholipid scramblase 1","HGNC:9092","3q24"
"TSPAN18","Approved symbol","TSPAN18","tetraspanin 18","HGNC:20660","11p11.2"
"MMRN1","Approved symbol","MMRN1","multimerin 1","HGNC:7178","4q22.1"
"ANGPT2","Approved symbol","ANGPT2","angiopoietin 2","HGNC:485","8p23.1"
"LACRT","Approved symbol","LACRT","lacritin","HGNC:16430","12q13.2"
"CCND1","Approved symbol","CCND1","cyclin D1","HGNC:1582","11q13.3"
"F2RL3","Approved symbol","F2RL3","F2R like thrombin or trypsin receptor 3","HGNC:3540","19p13.11"
"FN1","Approved symbol","FN1","fibronectin 1","HGNC:3778","2q35"
"MYH9","Approved symbol","MYH9","myosin heavy chain 9","HGNC:7579","22q12.3"
"ADORA2A","Approved symbol","ADORA2A","adenosine A2a receptor","HGNC:263","22q11.23"
"TSPAN9","Approved symbol","TSPAN9","tetraspanin 9","HGNC:21640","12p13.33-p13.32"
"DGKI","Approved symbol","DGKI","diacylglycerol kinase iota","HGNC:2855","7q33"
"PLAUR","Approved symbol","PLAUR","plasminogen activator, urokinase receptor","HGNC:9053","19q13"
"UMOD","Approved symbol","UMOD","uromodulin","HGNC:12559","16p12.3"
"PRRG1","Approved symbol","PRRG1","proline rich and Gla domain 1","HGNC:9469","Xp21.1"
"PRRG2","Approved symbol","PRRG2","proline rich and Gla domain 2","HGNC:9470","19q13.33"
"SH2B3","Approved symbol","SH2B3","SH2B adaptor protein 3","HGNC:29605","12q24.12"
"HPS5","Approved symbol","HPS5","HPS5 biogenesis of lysosomal organelles complex 2 subunit 2","HGNC:17022","11p15.1"
"SLC7A11","Approved symbol","SLC7A11","solute carrier family 7 member 11","HGNC:11059","4q28.3"
"TPH1","Approved symbol","TPH1","tryptophan hydroxylase 1","HGNC:12008","11p15.1"
"TUBB1","Approved symbol","TUBB1","tubulin beta 1 class VI","HGNC:16257","20q13.32"
"WNK1","Approved symbol","WNK1","WNK lysine deficient protein kinase 1","HGNC:14540","12p13.33"
"PLAT","Approved symbol","PLAT","plasminogen activator, tissue type","HGNC:9051","8p11.21"
"PLAU","Approved symbol","PLAU","plasminogen activator, urokinase","HGNC:9052","10q22.2"
"F12","Approved symbol","F12","coagulation factor XII","HGNC:3530","5q35.3"
"PLG","Approved symbol","PLG","plasminogen","HGNC:9071","6q26"
"F10","Approved symbol","F10","coagulation factor X","HGNC:3528","13q34"
"F9","Approved symbol","F9","coagulation factor IX","HGNC:3551","Xq27.1"
"F2","Approved symbol","F2","coagulation factor II, thrombin","HGNC:3535","11p11.2"
"BPIFA1","Approved symbol","BPIFA1","BPI fold containing family A member 1","HGNC:15749","20q11.21"
"MYO5B","Approved symbol","MYO5B","myosin VB","HGNC:7603","18q21.1"
"TMX1","Approved symbol","TMX1","thioredoxin related transmembrane protein 1","HGNC:15487","14q22.1"
"ADTRP","Approved symbol","ADTRP","androgen dependent TFPI regulating protein","HGNC:21214","6p24.1"
"HEG1","Approved symbol","HEG1","heart development protein with EGF like domains 1","HGNC:29227","3q21.2"
"CPB2","Approved symbol","CPB2","carboxypeptidase B2","HGNC:2300","13q14.13"
"WNK4","Approved symbol","WNK4","WNK lysine deficient protein kinase 4","HGNC:14544","17q21.2"
"TYRO3","Approved symbol","TYRO3","TYRO3 protein tyrosine kinase","HGNC:12446","15q15.1"
"PRICKLE1","Approved symbol","PRICKLE1","prickle planar cell polarity protein 1","HGNC:17019","12q12"
"PROCR","Approved symbol","PROCR","protein C receptor","HGNC:9452","20q11.22"
"XBP1","Approved symbol","XBP1","X-box binding protein 1","HGNC:12801","22q12.1"
"XBP1","Previous symbol","XBP1P1","X-box binding protein 1 pseudogene 1","HGNC:12802","5q22.2"
"HPS4","Approved symbol","HPS4","HPS4 biogenesis of lysosomal organelles complex 3 subunit 2","HGNC:15844","22q12.1"
"TRPV5","Approved symbol","TRPV5","transient receptor potential cation channel subfamily V member 5","HGNC:3145","7q34"
"P2RY2","Approved symbol","P2RY2","purinergic receptor P2Y2","HGNC:8541","11q13.4"
"ZNF385A","Approved symbol","ZNF385A","zinc finger protein 385A","HGNC:17521","12q13.13"
"BLOC1S4","Approved symbol","BLOC1S4","biogenesis of lysosomal organelles complex 1 subunit 4","HGNC:24206","4p16.1"
"PAFAH2","Approved symbol","PAFAH2","platelet activating factor acetylhydrolase 2","HGNC:8579","1p36.11"
"VIP","Approved symbol","VIP","vasoactive intestinal peptide","HGNC:12693","6q25.2"
"VIP","Alias symbol","CPAMD8","C3 and PZP like alpha-2-macroglobulin domain containing 8","HGNC:23228","19p13.11"
"GNA12","Approved symbol","GNA12","G protein subunit alpha 12","HGNC:4380","7p22.3-p22.2"
"EMILIN1","Approved symbol","EMILIN1","elastin microfibril interfacer 1","HGNC:19880","2p23.3"
"BLOC1S3","Approved symbol","BLOC1S3","biogenesis of lysosomal organelles complex 1 subunit 3","HGNC:20914","19q13.32"
"UPRT","Approved symbol","UPRT","uracil phosphoribosyltransferase homolog","HGNC:28334","Xq13.3"
"TLN1","Approved symbol","TLN1","talin 1","HGNC:11845","9p13.3"
"C4BPB","Approved symbol","C4BPB","complement component 4 binding protein beta","HGNC:1328","1q32.1"
"AGR2","Approved symbol","AGR2","anterior gradient 2, protein disulphide isomerase family member","HGNC:328","7p21.1"
"MPIG6B","Approved symbol","MPIG6B","megakaryocyte and platelet inhibitory receptor G6b","HGNC:13937","6p21.33"
"NCOR2","Approved symbol","NCOR2","nuclear receptor corepressor 2","HGNC:7673","12q24.31"
"ENTPD2","Approved symbol","ENTPD2","ectonucleoside triphosphate diphosphohydrolase 2","HGNC:3364","9q34.3"
"ANGPT4","Approved symbol","ANGPT4","angiopoietin 4","HGNC:487","20p13"
"FOXA2","Approved symbol","FOXA2","forkhead box A2","HGNC:5022","20p11.21"
"HPSE","Approved symbol","HPSE","heparanase","HGNC:5164","4q21.23"
"ANGPTL6","Approved symbol","ANGPTL6","angiopoietin like 6","HGNC:23140","19p13.2"
"f8_human","Unmatched","","","",""
"F13A1","Approved symbol","F13A1","coagulation factor XIII A chain","HGNC:3531","6p25.1"
"SLC4A5","Approved symbol","SLC4A5","solute carrier family 4 member 5","HGNC:18168","2p13.1"
"SLC4A5","Previous symbol","SLC4A4","solute carrier family 4 member 4","HGNC:11030","4q13.3"
"CHRM3","Approved symbol","CHRM3","cholinergic receptor muscarinic 3","HGNC:1952","1q43"
"AXL","Approved symbol","AXL","AXL receptor tyrosine kinase","HGNC:905","19q13.2"
"PROS1","Approved symbol","PROS1","protein S","HGNC:9456","3q11.1"
"SCNN1A","Approved symbol","SCNN1A","sodium channel epithelial 1 subunit alpha","HGNC:10599","12p13.31"
"STK39","Approved symbol","STK39","serine/threonine kinase 39","HGNC:17717","2q24.3"
"PTPN6","Approved symbol","PTPN6","protein tyrosine phosphatase non-receptor type 6","HGNC:9658","12p13.31"
"PRKACG","Approved symbol","PRKACG","protein kinase cAMP-activated catalytic subunit gamma","HGNC:9382","9q21.11"
"EPHB2","Approved symbol","EPHB2","EPH receptor B2","HGNC:3393","1p36.12"
"LNPK","Approved symbol","LNPK","lunapark, ER junction formation factor","HGNC:21610","2q31.1"
"TSPAN8","Approved symbol","TSPAN8","tetraspanin 8","HGNC:11855","12q21.1"
"COMP","Approved symbol","COMP","cartilage oligomeric matrix protein","HGNC:2227","19p13.11"
"ST3GAL4","Approved symbol","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4","HGNC:10864","11q24.2"
"DGKG","Approved symbol","DGKG","diacylglycerol kinase gamma","HGNC:2853","3q27.2-q27.3"
"PEAR1","Approved symbol","PEAR1","platelet endothelial aggregation receptor 1","HGNC:33631","1q23.1"
"TRAF3IP2","Approved symbol","TRAF3IP2","TRAF3 interacting protein 2","HGNC:1343","6q21"
"F5","Approved symbol","F5","coagulation factor V","HGNC:3542","1q24.2"
"ANGPTL1","Approved symbol","ANGPTL1","angiopoietin like 1","HGNC:489","1q25.2"
"ALOX12B","Approved symbol","ALOX12B","arachidonate 12-lipoxygenase, 12R type","HGNC:430","17p13.1"
"SERPINE2","Approved symbol","SERPINE2","serpin family E member 2","HGNC:8951","2q36.1"
"AVPR2","Approved symbol","AVPR2","arginine vasopressin receptor 2","HGNC:897","Xq28"
"SLC22A4","Approved symbol","SLC22A4","solute carrier family 22 member 4","HGNC:10968","5q31.1"
"TREML1","Approved symbol","TREML1","triggering receptor expressed on myeloid cells like 1","HGNC:20434","6p21.1"
"AKAP11","Approved symbol","AKAP11","A-kinase anchoring protein 11","HGNC:369","13q14.11"
"ATG5","Approved symbol","ATG5","autophagy related 5","HGNC:589","6q21"
"P2RY12","Approved symbol","P2RY12","purinergic receptor P2Y12","HGNC:18124","3q25.1"
"CAD","Approved symbol","CAD","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase","HGNC:1424","2p23.3"
"CAD","Alias symbol","DFFB","DNA fragmentation factor subunit beta","HGNC:2773","1p36.32"
"CAD","Alias symbol","ACOD1","aconitate decarboxylase 1","HGNC:33904","13q22.3"
"CAD","Alias symbol","B4GALNT2","beta-1,4-N-acetyl-galactosaminyltransferase 2 (SID blood group)","HGNC:24136","17q21.32"
"SERPINA10","Approved symbol","SERPINA10","serpin family A member 10","HGNC:15996","14q32.13"
"THBD","Approved symbol","THBD","thrombomodulin","HGNC:11784","20p11.21"
"SAA1","Approved symbol","SAA1","serum amyloid A1","HGNC:10513","11p15.1"
"C1GALT1C1","Approved symbol","C1GALT1C1","C1GALT1 specific chaperone 1","HGNC:24338","Xq24"
"XDH","Approved symbol","XDH","xanthine dehydrogenase","HGNC:12805","2p23.1"
"XDH","Alias symbol","SORD","sorbitol dehydrogenase","HGNC:11184","15q21.1"
"NFE2L2","Approved symbol","NFE2L2","NFE2 like bZIP transcription factor 2","HGNC:7782","2q31.2"
"P2RY1","Approved symbol","P2RY1","purinergic receptor P2Y1","HGNC:8539","3q25.2"
"ENPP4","Approved symbol","ENPP4","ectonucleotide pyrophosphatase/phosphodiesterase 4","HGNC:3359","6p21.1"
"DGKB","Approved symbol","DGKB","diacylglycerol kinase beta","HGNC:2850","7p21.2"
"GUCA2B","Approved symbol","GUCA2B","guanylate cyclase activator 2B","HGNC:4683","1p34.2"
"GP1BA","Approved symbol","GP1BA","glycoprotein Ib platelet subunit alpha","HGNC:4439","17p13.2"
"NFE2","Approved symbol","NFE2","nuclear factor, erythroid 2","HGNC:7780","12q13.13"
"VAV3","Approved symbol","VAV3","vav guanine nucleotide exchange factor 3","HGNC:12659","1p13.3"
"ANGPTL2","Approved symbol","ANGPTL2","angiopoietin like 2","HGNC:490","9q33.3"
"BLOC1S6","Approved symbol","BLOC1S6","biogenesis of lysosomal organelles complex 1 subunit 6","HGNC:8549","15q21.1"
"F8","Approved symbol","F8","coagulation factor VIII","HGNC:3546","Xq28"
"MT-CO2","Approved symbol","MT-CO2","mitochondrially encoded cytochrome c oxidase II","HGNC:7421","mitochondria"
"TFPI","Approved symbol","TFPI","tissue factor pathway inhibitor","HGNC:11760","2q32.1"
"AK3","Approved symbol","AK3","adenylate kinase 3","HGNC:17376","9p24.1"
"AK3","Previous symbol","AK4","adenylate kinase 4","HGNC:363","1p31.3"
"GUCA1B","Approved symbol","GUCA1B","guanylate cyclase activator 1B","HGNC:4679","6p21.1"
"STXBP1","Approved symbol","STXBP1","syntaxin binding protein 1","HGNC:11444","9q34.11"
"PDPN","Approved symbol","PDPN","podoplanin","HGNC:29602","1p36.21"
"PDSS2","Approved symbol","PDSS2","decaprenyl diphosphate synthase subunit 2","HGNC:23041","6q21"
"ANGPTL7","Approved symbol","ANGPTL7","angiopoietin like 7","HGNC:24078","1p36.22"
"GNA13","Approved symbol","GNA13","G protein subunit alpha 13","HGNC:4381","17q24.1"
"DTNBP1","Approved symbol","DTNBP1","dystrobrevin binding protein 1","HGNC:17328","6p22.3"
"PRKCE","Approved symbol","PRKCE","protein kinase C epsilon","HGNC:9401","2p21"
"SLC4A9","Approved symbol","SLC4A9","solute carrier family 4 member 9","HGNC:11035","5q31.3"
"PRSS56","Approved symbol","PRSS56","serine protease 56","HGNC:39433","2q37.1"
"ADA","Approved symbol","ADA","adenosine deaminase","HGNC:186","20q13.12"
"CD59","Approved symbol","CD59","CD59 molecule (CD59 blood group)","HGNC:1689","11p13"
"ANXA8","Approved symbol","ANXA8","annexin A8","HGNC:546","10q11.22"
"DGKD","Approved symbol","DGKD","diacylglycerol kinase delta","HGNC:2851","2q37.1"
"ACTB","Approved symbol","ACTB","actin beta","HGNC:132","7p22.1"
"PTPRJ","Approved symbol","PTPRJ","protein tyrosine phosphatase receptor type J","HGNC:9673","11p11.2"
"CEACAM1","Approved symbol","CEACAM1","CEA cell adhesion molecule 1","HGNC:1814","19q13.2"
"KLKB1","Approved symbol","KLKB1","kallikrein B1","HGNC:6371","4q35.2"
"F11","Approved symbol","F11","coagulation factor XI","HGNC:3529","4q35.2"
"F11","Alias symbol","ZNF160","zinc finger protein 160","HGNC:12948","19q13.42"
"ANXA2","Approved symbol","ANXA2","annexin A2","HGNC:537","15q22.2"
"EXT2","Approved symbol","EXT2","exostosin glycosyltransferase 2","HGNC:3513","11p11.2"
"hpse_human-1","Unmatched","","","",""
"F3","Approved symbol","F3","coagulation factor III, tissue factor","HGNC:3541","1p21.3"
"F3","Alias symbol","CNTN1","contactin 1","HGNC:2171","12q12"
"SERPINA1","Approved symbol","SERPINA1","serpin family A member 1","HGNC:8941","14q32.13"
"SERPINC1","Approved symbol","SERPINC1","serpin family C member 1","HGNC:775","1q25.1"
"ITGA2","Approved symbol","ITGA2","integrin subunit alpha 2","HGNC:6137","5q11.2"
"SCNN1G","Approved symbol","SCNN1G","sodium channel epithelial 1 subunit gamma","HGNC:10602","16p12.2"
"PDGFRA","Approved symbol","PDGFRA","platelet derived growth factor receptor alpha","HGNC:8803","4q12"
"PPARA","Approved symbol","PPARA","peroxisome proliferator activated receptor alpha","HGNC:9232","22q13.31"
"ANXA5","Approved symbol","ANXA5","annexin A5","HGNC:543","4q27"
"F7","Approved symbol","F7","coagulation factor VII","HGNC:3544","13q34"
"BTC","Approved symbol","BTC","betacellulin","HGNC:1121","4q13.3"
"f9_human","Unmatched","","","",""
"SERPINF2","Approved symbol","SERPINF2","serpin family F member 2","HGNC:9075","17p13.3"
"APLNR","Approved symbol","APLNR","apelin receptor","HGNC:339","11q12.1"
"ADM","Approved symbol","ADM","adrenomedullin","HGNC:259","11p15.4"
"FGA","Approved symbol","FGA","fibrinogen alpha chain","HGNC:3661","4q31.3"
"FGG","Approved symbol","FGG","fibrinogen gamma chain","HGNC:3694","4q32.1"
"ADRA2C","Approved symbol","ADRA2C","adrenoceptor alpha 2C","HGNC:283","4p16.3"
"PLEK","Approved symbol","PLEK","pleckstrin","HGNC:9070","2p14"
"SLC4A1","Approved symbol","SLC4A1","solute carrier family 4 member 1 (Diego blood group)","HGNC:11027","17q21.31"
"MLLT6","Approved symbol","MLLT6","MLLT6, PHD finger containing","HGNC:7138","17q12"
"SRF","Approved symbol","SRF","serum response factor","HGNC:11291","6p21.1"
"TBXA2R","Approved symbol","TBXA2R","thromboxane A2 receptor","HGNC:11608","19p13.3"
"PRL","Approved symbol","PRL","prolactin","HGNC:9445","6p22.3"
"VDR","Approved symbol","VDR","vitamin D receptor","HGNC:12679","12q13.11"
"AVP","Approved symbol","AVP","arginine vasopressin","HGNC:894","20p13"
"AVP","Alias symbol","NLRP3","NLR family pyrin domain containing 3","HGNC:16400","1q44"
"ABCB1","Approved symbol","ABCB1","ATP binding cassette subfamily B member 1","HGNC:40","7q21.12"
"CD9","Approved symbol","CD9","CD9 molecule","HGNC:1709","12p13.31"
"DGKK","Approved symbol","DGKK","diacylglycerol kinase kappa","HGNC:32395","Xp11.22"
"C1QTNF1","Approved symbol","C1QTNF1","C1q and TNF related 1","HGNC:14324","17q25.3"
"NEGR1","Approved symbol","NEGR1","neuronal growth regulator 1","HGNC:17302","1p31.1"
"CHRM1","Approved symbol","CHRM1","cholinergic receptor muscarinic 1","HGNC:1950","11q12.3"
"GGCX","Approved symbol","GGCX","gamma-glutamyl carboxylase","HGNC:4247","2p11.2"
"SLC6A4","Approved symbol","SLC6A4","solute carrier family 6 member 4","HGNC:11050","17q11.2"
"ATP7B","Approved symbol","ATP7B","ATPase copper transporting beta","HGNC:870","13q14.3"
"USF1","Approved symbol","USF1","upstream transcription factor 1","HGNC:12593","1q23.3"
"AKR1B1","Approved symbol","AKR1B1","aldo-keto reductase family 1 member B","HGNC:381","7q33"
"ADRA2B","Approved symbol","ADRA2B","adrenoceptor alpha 2B","HGNC:282","2q11.2"
"ALOX12","Approved symbol","ALOX12","arachidonate 12-lipoxygenase, 12S type","HGNC:429","17p13.1"
"ANO6","Approved symbol","ANO6","anoctamin 6","HGNC:25240","12q12"
"NEURL1","Approved symbol","NEURL1","neuralized E3 ubiquitin protein ligase 1","HGNC:7761","10q24.33"
"WFS1","Approved symbol","WFS1","wolframin ER transmembrane glycoprotein","HGNC:12762","4p16.1"
"KNG1","Approved symbol","KNG1","kininogen 1","HGNC:6383","3q27.3"
"PIK3CG","Approved symbol","PIK3CG","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","HGNC:8978","7q22.3"
"AQP4","Approved symbol","AQP4","aquaporin 4","HGNC:637","18q11.2"
"VAV1","Approved symbol","VAV1","vav guanine nucleotide exchange factor 1","HGNC:12657","19p13.3"
"FOSL2","Approved symbol","FOSL2","FOS like 2, AP-1 transcription factor subunit","HGNC:3798","2p23.2"
"F13B","Approved symbol","F13B","coagulation factor XIII B chain","HGNC:3534","1q31.3"
"SERPING1","Approved symbol","SERPING1","serpin family G member 1","HGNC:1228","11q12.1"
"SERPINE1","Approved symbol","SERPINE1","serpin family E member 1","HGNC:8583","7q22.1"
"SERPINB2","Approved symbol","SERPINB2","serpin family B member 2","HGNC:8584","18q21.33-q22.1"
"ITGB3","Approved symbol","ITGB3","integrin subunit beta 3","HGNC:6156","17q21.32"
"ATP6V1B1","Approved symbol","ATP6V1B1","ATPase H+ transporting V1 subunit B1","HGNC:853","2p13.3"
"PPIA","Approved symbol","PPIA","peptidylprolyl isomerase A","HGNC:9253","7p13"
"CSN2","Approved symbol","CSN2","casein beta","HGNC:2447","4q13.3"
"CSN2","Alias symbol","COPS2","COP9 signalosome subunit 2","HGNC:30747","15q21.1"
"PRDX2","Approved symbol","PRDX2","peroxiredoxin 2","HGNC:9353","19p13.13"
"ADCY6","Approved symbol","ADCY6","adenylate cyclase 6","HGNC:237","12q13.12"
"PIK3CB","Approved symbol","PIK3CB","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","HGNC:8976","3q22.3"
"PIK3CA","Approved symbol","PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","HGNC:8975","3q26.32"
"PDGFA","Approved symbol","PDGFA","platelet derived growth factor subunit A","HGNC:8799","7p22.3"
"CD40","Approved symbol","CD40","CD40 molecule","HGNC:11919","20q13.12"
"RASA3","Approved symbol","RASA3","RAS p21 protein activator 3","HGNC:20331","13q34"
"HK2","Approved symbol","HK2","hexokinase 2","HGNC:4923","2p12"
"HK2","Alias symbol","KCNA5","potassium voltage-gated channel subfamily A member 5","HGNC:6224","12p13.32"
"HK2","Alias symbol","KIF2A","kinesin family member 2A","HGNC:6318","5q12.1"
"HK2","Alias symbol","HOOK2","hook microtubule tethering protein 2","HGNC:19885","19p13.13"
"fibrinogen_human","Unmatched","","","",""
"STAT5A","Approved symbol","STAT5A","signal transducer and activator of transcription 5A","HGNC:11366","17q21.2"
"DGKE","Approved symbol","DGKE","diacylglycerol kinase epsilon","HGNC:2852","17q22"
"SERPIND1","Approved symbol","SERPIND1","serpin family D member 1","HGNC:4838","22q11.21"
"NLRP6","Approved symbol","NLRP6","NLR family pyrin domain containing 6","HGNC:22944","11p15.5"
"NME1","Approved symbol","NME1","NME/NM23 nucleoside diphosphate kinase 1","HGNC:7849","17q21.33"
"NME1","Alias symbol","RMRP","RNA component of mitochondrial RNA processing endoribonuclease","HGNC:10031","9p13.3"
"LMAN1","Approved symbol","LMAN1","lectin, mannose binding 1","HGNC:6631","18q21.32"
"ITPR3","Approved symbol","ITPR3","inositol 1,4,5-trisphosphate receptor type 3","HGNC:6182","6p21.31"
"IL6","Approved symbol","IL6","interleukin 6","HGNC:6018","7p15.3"
"DGKQ","Approved symbol","DGKQ","diacylglycerol kinase theta","HGNC:2856","4p16.3"
"VAV2","Approved symbol","VAV2","vav guanine nucleotide exchange factor 2","HGNC:12658","9q34.2"
"FIBP","Approved symbol","FIBP","FGF1 intracellular binding protein","HGNC:3705","11q13.1"
"GATA1","Approved symbol","GATA1","GATA binding protein 1","HGNC:4170","Xp11.23"
"HGFAC","Approved symbol","HGFAC","HGF activator","HGNC:4894","4p16.3"
"WAS","Approved symbol","WAS","WASP actin nucleation promoting factor","HGNC:12731","Xp11.23"
"CSRP1","Approved symbol","CSRP1","cysteine and glycine rich protein 1","HGNC:2469","1q32.1"
"ANGPT1","Approved symbol","ANGPT1","angiopoietin 1","HGNC:484","8q23.1"
"HBB","Approved symbol","HBB","hemoglobin subunit beta","HGNC:4827","11p15.4"
"TFPI2","Approved symbol","TFPI2","tissue factor pathway inhibitor 2","HGNC:11761","7q21.3"
"P2RX1","Approved symbol","P2RX1","purinergic receptor P2X 1","HGNC:8533","17p13.2"
"DGKH","Approved symbol","DGKH","diacylglycerol kinase eta","HGNC:2854","13q14.11"
"HNF4A","Approved symbol","HNF4A","hepatocyte nuclear factor 4 alpha","HGNC:5024","20q13.12"
"GP6","Approved symbol","GP6","glycoprotein VI platelet","HGNC:14388","19q13.42"
"GNAI2","Approved symbol","GNAI2","G protein subunit alpha i2","HGNC:4385","3p21.31"
"FOXB1","Approved symbol","FOXB1","forkhead box B1","HGNC:3799","15q22.2"
"HPS6","Approved symbol","HPS6","HPS6 biogenesis of lysosomal organelles complex 2 subunit 3","HGNC:18817","10q24.32"
"CYP4F11","Approved symbol","CYP4F11","cytochrome P450 family 4 subfamily F member 11","HGNC:13265","19p13.12"
"AQP2","Approved symbol","AQP2","aquaporin 2","HGNC:634","12q13.12"
"SLC12A5","Approved symbol","SLC12A5","solute carrier family 12 member 5","HGNC:13818","20q13.12"
"ADISSP","Approved symbol","ADISSP","adipose secreted signaling protein","HGNC:15873","20p13"
"SORL1","Approved symbol","SORL1","sortilin related receptor 1","HGNC:11185","11q24.1"
"PM20D1","Approved symbol","PM20D1","peptidase M20 domain containing 1","HGNC:26518","1q32.1"
"S100B","Approved symbol","S100B","S100 calcium binding protein B","HGNC:10500","21q22.3"
"SCTR","Approved symbol","SCTR","secretin receptor","HGNC:10608","2q14.2"
"CKB","Approved symbol","CKB","creatine kinase B","HGNC:1991","14q32.33"
"SLC25A4","Approved symbol","SLC25A4","solute carrier family 25 member 4","HGNC:10990","4q35.1"
"UCP3","Approved symbol","UCP3","uncoupling protein 3","HGNC:12519","11q13.4"
"BOLA3","Approved symbol","BOLA3","bolA family member 3","HGNC:24415","2p13.1"
"BMP8A","Approved symbol","BMP8A","bone morphogenetic protein 8a","HGNC:21650","1p34.3"
"LIPA","Approved symbol","LIPA","lipase A, lysosomal acid type","HGNC:6617","10q23.31"
"LIPA","Alias symbol","SCGB1D1","secretoglobin family 1D member 1","HGNC:18395","11q12.3"
"SLC25A5","Approved symbol","SLC25A5","solute carrier family 25 member 5","HGNC:10991","Xq24"
"THADA","Approved symbol","THADA","THADA armadillo repeat containing","HGNC:19217","2p21"
"NTRK1","Approved symbol","NTRK1","neurotrophic receptor tyrosine kinase 1","HGNC:8031","1q23.1"
"SCN9A","Approved symbol","SCN9A","sodium voltage-gated channel alpha subunit 9","HGNC:10597","2q24.3"
"LXN","Approved symbol","LXN","latexin","HGNC:13347","3q25.32"
"TAC4","Approved symbol","TAC4","tachykinin precursor 4","HGNC:16641","17q21.33"
"DISC1","Approved symbol","DISC1","DISC1 scaffold protein","HGNC:2888","1q42.2"
"EPHB1","Approved symbol","EPHB1","EPH receptor B1","HGNC:3392","3q22.2"
"BTBD9","Approved symbol","BTBD9","BTB domain containing 9","HGNC:21228","6p21.2"
"MMP24","Approved symbol","MMP24","matrix metallopeptidase 24","HGNC:7172","20q11.22"
"TAC1","Approved symbol","TAC1","tachykinin precursor 1","HGNC:11517","7q21.3"
"NR2F6","Approved symbol","NR2F6","nuclear receptor subfamily 2 group F member 6","HGNC:7977","19p13.11"
"PRDM12","Approved symbol","PRDM12","PR/SET domain 12","HGNC:13997","9q34.12"
