Input	Match type	Approved symbol	Approved name	HGNC ID	Location
ADTRP	Approved symbol	ADTRP	androgen dependent TFPI regulating protein	HGNC:21214	6p24.1
HEG1	Approved symbol	HEG1	heart development protein with EGF like domains 1	HGNC:29227	3q21.2
CPB2	Approved symbol	CPB2	carboxypeptidase B2	HGNC:2300	13q14.13
WNK4	Approved symbol	WNK4	WNK lysine deficient protein kinase 4	HGNC:14544	17q21.2
TYRO3	Approved symbol	TYRO3	TYRO3 protein tyrosine kinase	HGNC:12446	15q15.1
PRICKLE1	Approved symbol	PRICKLE1	prickle planar cell polarity protein 1	HGNC:17019	12q12
PROCR	Approved symbol	PROCR	protein C receptor	HGNC:9452	20q11.22
XBP1	Approved symbol	XBP1	X-box binding protein 1	HGNC:12801	22q12.1
HPS4	Approved symbol	HPS4	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2	HGNC:15844	22q12.1
TRPV5	Approved symbol	TRPV5	transient receptor potential cation channel subfamily V member 5	HGNC:3145	7q34
P2RY2	Approved symbol	P2RY2	purinergic receptor P2Y2	HGNC:8541	11q13.4
ZNF385A	Approved symbol	ZNF385A	zinc finger protein 385A	HGNC:17521	12q13.13
BLOC1S4	Approved symbol	BLOC1S4	biogenesis of lysosomal organelles complex 1 subunit 4	HGNC:24206	4p16.1
PAFAH2	Approved symbol	PAFAH2	platelet activating factor acetylhydrolase 2	HGNC:8579	1p36.11
VIP	Approved symbol	VIP	vasoactive intestinal peptide	HGNC:12693	6q25.2
GNA12	Approved symbol	GNA12	G protein subunit alpha 12	HGNC:4380	7p22.3-p22.2
EMILIN1	Approved symbol	EMILIN1	elastin microfibril interfacer 1	HGNC:19880	2p23.3
BLOC1S3	Approved symbol	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3	HGNC:20914	19q13.32
UPRT	Approved symbol	UPRT	uracil phosphoribosyltransferase homolog	HGNC:28334	Xq13.3
TLN1	Approved symbol	TLN1	talin 1	HGNC:11845	9p13.3
C4BPB	Approved symbol	C4BPB	complement component 4 binding protein beta	HGNC:1328	1q32.1
AGR2	Approved symbol	AGR2	anterior gradient 2, protein disulphide isomerase family member	HGNC:328	7p21.1
MPIG6B	Approved symbol	MPIG6B	megakaryocyte and platelet inhibitory receptor G6b	HGNC:13937	6p21.33
NCOR2	Approved symbol	NCOR2	nuclear receptor corepressor 2	HGNC:7673	12q24.31
ENTPD2	Approved symbol	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	HGNC:3364	9q34.3
ANGPT4	Approved symbol	ANGPT4	angiopoietin 4	HGNC:487	20p13
FOXA2	Approved symbol	FOXA2	forkhead box A2	HGNC:5022	20p11.21
HPSE	Approved symbol	HPSE	heparanase	HGNC:5164	4q21.23
ANGPTL6	Approved symbol	ANGPTL6	angiopoietin like 6	HGNC:23140	19p13.2
F13A1	Approved symbol	F13A1	coagulation factor XIII A chain	HGNC:3531	6p25.1
SLC4A5	Approved symbol	SLC4A5	solute carrier family 4 member 5	HGNC:18168	2p13.1
CHRM3	Approved symbol	CHRM3	cholinergic receptor muscarinic 3	HGNC:1952	1q43
AXL	Approved symbol	AXL	AXL receptor tyrosine kinase	HGNC:905	19q13.2
PROS1	Approved symbol	PROS1	protein S	HGNC:9456	3q11.1
SCNN1A	Approved symbol	SCNN1A	sodium channel epithelial 1 subunit alpha	HGNC:10599	12p13.31
STK39	Approved symbol	STK39	serine/threonine kinase 39	HGNC:17717	2q24.3
PTPN6	Approved symbol	PTPN6	protein tyrosine phosphatase non-receptor type 6	HGNC:9658	12p13.31
PRKACG	Approved symbol	PRKACG	protein kinase cAMP-activated catalytic subunit gamma	HGNC:9382	9q21.11
EPHB2	Approved symbol	EPHB2	EPH receptor B2	HGNC:3393	1p36.12
LNPK	Approved symbol	LNPK	lunapark, ER junction formation factor	HGNC:21610	2q31.1
TSPAN8	Approved symbol	TSPAN8	tetraspanin 8	HGNC:11855	12q21.1
COMP	Approved symbol	COMP	cartilage oligomeric matrix protein	HGNC:2227	19p13.11
ST3GAL4	Approved symbol	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	HGNC:10864	11q24.2
DGKG	Approved symbol	DGKG	diacylglycerol kinase gamma	HGNC:2853	3q27.2-q27.3
PEAR1	Approved symbol	PEAR1	platelet endothelial aggregation receptor 1	HGNC:33631	1q23.1
TRAF3IP2	Approved symbol	TRAF3IP2	TRAF3 interacting protein 2	HGNC:1343	6q21
F5	Approved symbol	F5	coagulation factor V	HGNC:3542	1q24.2
ANGPTL1	Approved symbol	ANGPTL1	angiopoietin like 1	HGNC:489	1q25.2
ALOX12B	Approved symbol	ALOX12B	arachidonate 12-lipoxygenase, 12R type	HGNC:430	17p13.1
SERPINE2	Approved symbol	SERPINE2	serpin family E member 2	HGNC:8951	2q36.1
AVPR2	Approved symbol	AVPR2	arginine vasopressin receptor 2	HGNC:897	Xq28
SLC22A4	Approved symbol	SLC22A4	solute carrier family 22 member 4	HGNC:10968	5q31.1
TREML1	Approved symbol	TREML1	triggering receptor expressed on myeloid cells like 1	HGNC:20434	6p21.1
AKAP11	Approved symbol	AKAP11	A-kinase anchoring protein 11	HGNC:369	13q14.11
ATG5	Approved symbol	ATG5	autophagy related 5	HGNC:589	6q21
P2RY12	Approved symbol	P2RY12	purinergic receptor P2Y12	HGNC:18124	3q25.1
CAD	Approved symbol	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	HGNC:1424	2p23.3
SERPINA10	Approved symbol	SERPINA10	serpin family A member 10	HGNC:15996	14q32.13
THBD	Approved symbol	THBD	thrombomodulin	HGNC:11784	20p11.21
SAA1	Approved symbol	SAA1	serum amyloid A1	HGNC:10513	11p15.1
C1GALT1C1	Approved symbol	C1GALT1C1	C1GALT1 specific chaperone 1	HGNC:24338	Xq24
XDH	Approved symbol	XDH	xanthine dehydrogenase	HGNC:12805	2p23.1
NFE2L2	Approved symbol	NFE2L2	NFE2 like bZIP transcription factor 2	HGNC:7782	2q31.2
P2RY1	Approved symbol	P2RY1	purinergic receptor P2Y1	HGNC:8539	3q25.2
ENPP4	Approved symbol	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4	HGNC:3359	6p21.1
DGKB	Approved symbol	DGKB	diacylglycerol kinase beta	HGNC:2850	7p21.2
GUCA2B	Approved symbol	GUCA2B	guanylate cyclase activator 2B	HGNC:4683	1p34.2
GP1BA	Approved symbol	GP1BA	glycoprotein Ib platelet subunit alpha	HGNC:4439	17p13.2
NFE2	Approved symbol	NFE2	nuclear factor, erythroid 2	HGNC:7780	12q13.13
VAV3	Approved symbol	VAV3	vav guanine nucleotide exchange factor 3	HGNC:12659	1p13.3
ANGPTL2	Approved symbol	ANGPTL2	angiopoietin like 2	HGNC:490	9q33.3
BLOC1S6	Approved symbol	BLOC1S6	biogenesis of lysosomal organelles complex 1 subunit 6	HGNC:8549	15q21.1
F8	Approved symbol	F8	coagulation factor VIII	HGNC:3546	Xq28
MT-CO2	Approved symbol	MT-CO2	mitochondrially encoded cytochrome c oxidase II	HGNC:7421	mitochondria
TFPI	Approved symbol	TFPI	tissue factor pathway inhibitor	HGNC:11760	2q32.1
AK3	Approved symbol	AK3	adenylate kinase 3	HGNC:17376	9p24.1
GUCA1B	Approved symbol	GUCA1B	guanylate cyclase activator 1B	HGNC:4679	6p21.1
STXBP1	Approved symbol	STXBP1	syntaxin binding protein 1	HGNC:11444	9q34.11
PDPN	Approved symbol	PDPN	podoplanin	HGNC:29602	1p36.21
PDSS2	Approved symbol	PDSS2	decaprenyl diphosphate synthase subunit 2	HGNC:23041	6q21
ANGPTL7	Approved symbol	ANGPTL7	angiopoietin like 7	HGNC:24078	1p36.22
GNA13	Approved symbol	GNA13	G protein subunit alpha 13	HGNC:4381	17q24.1
DTNBP1	Approved symbol	DTNBP1	dystrobrevin binding protein 1	HGNC:17328	6p22.3
PRKCE	Approved symbol	PRKCE	protein kinase C epsilon	HGNC:9401	2p21
SLC4A9	Approved symbol	SLC4A9	solute carrier family 4 member 9	HGNC:11035	5q31.3
PRSS56	Approved symbol	PRSS56	serine protease 56	HGNC:39433	2q37.1
ADA	Approved symbol	ADA	adenosine deaminase	HGNC:186	20q13.12
CD59	Approved symbol	CD59	CD59 molecule (CD59 blood group)	HGNC:1689	11p13
ANXA8	Approved symbol	ANXA8	annexin A8	HGNC:546	10q11.22
DGKD	Approved symbol	DGKD	diacylglycerol kinase delta	HGNC:2851	2q37.1
ACTB	Approved symbol	ACTB	actin beta	HGNC:132	7p22.1
PTPRJ	Approved symbol	PTPRJ	protein tyrosine phosphatase receptor type J	HGNC:9673	11p11.2
CEACAM1	Approved symbol	CEACAM1	CEA cell adhesion molecule 1	HGNC:1814	19q13.2
KLKB1	Approved symbol	KLKB1	kallikrein B1	HGNC:6371	4q35.2
F11	Approved symbol	F11	coagulation factor XI	HGNC:3529	4q35.2
ANXA2	Approved symbol	ANXA2	annexin A2	HGNC:537	15q22.2
EXT2	Approved symbol	EXT2	exostosin glycosyltransferase 2	HGNC:3513	11p11.2
F3	Approved symbol	F3	coagulation factor III, tissue factor	HGNC:3541	1p21.3
SERPINA1	Approved symbol	SERPINA1	serpin family A member 1	HGNC:8941	14q32.13
SERPINC1	Approved symbol	SERPINC1	serpin family C member 1	HGNC:775	1q25.1
ITGA2	Approved symbol	ITGA2	integrin subunit alpha 2	HGNC:6137	5q11.2
SCNN1G	Approved symbol	SCNN1G	sodium channel epithelial 1 subunit gamma	HGNC:10602	16p12.2
PDGFRA	Approved symbol	PDGFRA	platelet derived growth factor receptor alpha	HGNC:8803	4q12
PPARA	Approved symbol	PPARA	peroxisome proliferator activated receptor alpha	HGNC:9232	22q13.31
ANXA5	Approved symbol	ANXA5	annexin A5	HGNC:543	4q27
F7	Approved symbol	F7	coagulation factor VII	HGNC:3544	13q34
BTC	Approved symbol	BTC	betacellulin	HGNC:1121	4q13.3
SERPINF2	Approved symbol	SERPINF2	serpin family F member 2	HGNC:9075	17p13.3
APLNR	Approved symbol	APLNR	apelin receptor	HGNC:339	11q12.1
ADM	Approved symbol	ADM	adrenomedullin	HGNC:259	11p15.4
FGA	Approved symbol	FGA	fibrinogen alpha chain	HGNC:3661	4q31.3
FGG	Approved symbol	FGG	fibrinogen gamma chain	HGNC:3694	4q32.1
ADRA2C	Approved symbol	ADRA2C	adrenoceptor alpha 2C	HGNC:283	4p16.3
PLEK	Approved symbol	PLEK	pleckstrin	HGNC:9070	2p14
SLC4A1	Approved symbol	SLC4A1	solute carrier family 4 member 1 (Diego blood group)	HGNC:11027	17q21.31
MLLT6	Approved symbol	MLLT6	MLLT6, PHD finger containing	HGNC:7138	17q12
SRF	Approved symbol	SRF	serum response factor	HGNC:11291	6p21.1
TBXA2R	Approved symbol	TBXA2R	thromboxane A2 receptor	HGNC:11608	19p13.3
PRL	Approved symbol	PRL	prolactin	HGNC:9445	6p22.3
VDR	Approved symbol	VDR	vitamin D receptor	HGNC:12679	12q13.11
AVP	Approved symbol	AVP	arginine vasopressin	HGNC:894	20p13
ABCB1	Approved symbol	ABCB1	ATP binding cassette subfamily B member 1	HGNC:40	7q21.12
CD9	Approved symbol	CD9	CD9 molecule	HGNC:1709	12p13.31
DGKK	Approved symbol	DGKK	diacylglycerol kinase kappa	HGNC:32395	Xp11.22
C1QTNF1	Approved symbol	C1QTNF1	C1q and TNF related 1	HGNC:14324	17q25.3
NEGR1	Approved symbol	NEGR1	neuronal growth regulator 1	HGNC:17302	1p31.1
CHRM1	Approved symbol	CHRM1	cholinergic receptor muscarinic 1	HGNC:1950	11q12.3
GGCX	Approved symbol	GGCX	gamma-glutamyl carboxylase	HGNC:4247	2p11.2
SLC6A4	Approved symbol	SLC6A4	solute carrier family 6 member 4	HGNC:11050	17q11.2
ATP7B	Approved symbol	ATP7B	ATPase copper transporting beta	HGNC:870	13q14.3
USF1	Approved symbol	USF1	upstream transcription factor 1	HGNC:12593	1q23.3
AKR1B1	Approved symbol	AKR1B1	aldo-keto reductase family 1 member B	HGNC:381	7q33
ADRA2B	Approved symbol	ADRA2B	adrenoceptor alpha 2B	HGNC:282	2q11.2
ALOX12	Approved symbol	ALOX12	arachidonate 12-lipoxygenase, 12S type	HGNC:429	17p13.1
ANO6	Approved symbol	ANO6	anoctamin 6	HGNC:25240	12q12
NEURL1	Approved symbol	NEURL1	neuralized E3 ubiquitin protein ligase 1	HGNC:7761	10q24.33
WFS1	Approved symbol	WFS1	wolframin ER transmembrane glycoprotein	HGNC:12762	4p16.1
KNG1	Approved symbol	KNG1	kininogen 1	HGNC:6383	3q27.3
PIK3CG	Approved symbol	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	HGNC:8978	7q22.3
AQP4	Approved symbol	AQP4	aquaporin 4	HGNC:637	18q11.2
VAV1	Approved symbol	VAV1	vav guanine nucleotide exchange factor 1	HGNC:12657	19p13.3
FOSL2	Approved symbol	FOSL2	FOS like 2, AP-1 transcription factor subunit	HGNC:3798	2p23.2
F13B	Approved symbol	F13B	coagulation factor XIII B chain	HGNC:3534	1q31.3
SERPING1	Approved symbol	SERPING1	serpin family G member 1	HGNC:1228	11q12.1
SERPINE1	Approved symbol	SERPINE1	serpin family E member 1	HGNC:8583	7q22.1
SERPINB2	Approved symbol	SERPINB2	serpin family B member 2	HGNC:8584	18q21.33-q22.1
ITGB3	Approved symbol	ITGB3	integrin subunit beta 3	HGNC:6156	17q21.32
ATP6V1B1	Approved symbol	ATP6V1B1	ATPase H+ transporting V1 subunit B1	HGNC:853	2p13.3
PPIA	Approved symbol	PPIA	peptidylprolyl isomerase A	HGNC:9253	7p13
CSN2	Approved symbol	CSN2	casein beta	HGNC:2447	4q13.3
PRDX2	Approved symbol	PRDX2	peroxiredoxin 2	HGNC:9353	19p13.13
ADCY6	Approved symbol	ADCY6	adenylate cyclase 6	HGNC:237	12q13.12
PIK3CB	Approved symbol	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	HGNC:8976	3q22.3
PIK3CA	Approved symbol	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	HGNC:8975	3q26.32
PDGFA	Approved symbol	PDGFA	platelet derived growth factor subunit A	HGNC:8799	7p22.3
CD40	Approved symbol	CD40	CD40 molecule	HGNC:11919	20q13.12
RASA3	Approved symbol	RASA3	RAS p21 protein activator 3	HGNC:20331	13q34
HK2	Approved symbol	HK2	hexokinase 2	HGNC:4923	2p12
STAT5A	Approved symbol	STAT5A	signal transducer and activator of transcription 5A	HGNC:11366	17q21.2
DGKE	Approved symbol	DGKE	diacylglycerol kinase epsilon	HGNC:2852	17q22
SERPIND1	Approved symbol	SERPIND1	serpin family D member 1	HGNC:4838	22q11.21
NLRP6	Approved symbol	NLRP6	NLR family pyrin domain containing 6	HGNC:22944	11p15.5
NME1	Approved symbol	NME1	NME/NM23 nucleoside diphosphate kinase 1	HGNC:7849	17q21.33
LMAN1	Approved symbol	LMAN1	lectin, mannose binding 1	HGNC:6631	18q21.32
ITPR3	Approved symbol	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	HGNC:6182	6p21.31
IL6	Approved symbol	IL6	interleukin 6	HGNC:6018	7p15.3
DGKQ	Approved symbol	DGKQ	diacylglycerol kinase theta	HGNC:2856	4p16.3
VAV2	Approved symbol	VAV2	vav guanine nucleotide exchange factor 2	HGNC:12658	9q34.2
FIBP	Approved symbol	FIBP	FGF1 intracellular binding protein	HGNC:3705	11q13.1
GATA1	Approved symbol	GATA1	GATA binding protein 1	HGNC:4170	Xp11.23
HGFAC	Approved symbol	HGFAC	HGF activator	HGNC:4894	4p16.3
WAS	Approved symbol	WAS	WASP actin nucleation promoting factor	HGNC:12731	Xp11.23
CSRP1	Approved symbol	CSRP1	cysteine and glycine rich protein 1	HGNC:2469	1q32.1
ANGPT1	Approved symbol	ANGPT1	angiopoietin 1	HGNC:484	8q23.1
HBB	Approved symbol	HBB	hemoglobin subunit beta	HGNC:4827	11p15.4
TFPI2	Approved symbol	TFPI2	tissue factor pathway inhibitor 2	HGNC:11761	7q21.3
P2RX1	Approved symbol	P2RX1	purinergic receptor P2X 1	HGNC:8533	17p13.2
DGKH	Approved symbol	DGKH	diacylglycerol kinase eta	HGNC:2854	13q14.11
HNF4A	Approved symbol	HNF4A	hepatocyte nuclear factor 4 alpha	HGNC:5024	20q13.12
GP6	Approved symbol	GP6	glycoprotein VI platelet	HGNC:14388	19q13.42
GNAI2	Approved symbol	GNAI2	G protein subunit alpha i2	HGNC:4385	3p21.31
FOXB1	Approved symbol	FOXB1	forkhead box B1	HGNC:3799	15q22.2
HPS6	Approved symbol	HPS6	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3	HGNC:18817	10q24.32
CYP4F11	Approved symbol	CYP4F11	cytochrome P450 family 4 subfamily F member 11	HGNC:13265	19p13.12
AQP2	Approved symbol	AQP2	aquaporin 2	HGNC:634	12q13.12
SLC12A5	Approved symbol	SLC12A5	solute carrier family 12 member 5	HGNC:13818	20q13.12
ADISSP	Approved symbol	ADISSP	adipose secreted signaling protein	HGNC:15873	20p13
SORL1	Approved symbol	SORL1	sortilin related receptor 1	HGNC:11185	11q24.1
PM20D1	Approved symbol	PM20D1	peptidase M20 domain containing 1	HGNC:26518	1q32.1
S100B	Approved symbol	S100B	S100 calcium binding protein B	HGNC:10500	21q22.3
SCTR	Approved symbol	SCTR	secretin receptor	HGNC:10608	2q14.2
CKB	Approved symbol	CKB	creatine kinase B	HGNC:1991	14q32.33
SLC25A4	Approved symbol	SLC25A4	solute carrier family 25 member 4	HGNC:10990	4q35.1
UCP3	Approved symbol	UCP3	uncoupling protein 3	HGNC:12519	11q13.4
BOLA3	Approved symbol	BOLA3	bolA family member 3	HGNC:24415	2p13.1
BMP8A	Approved symbol	BMP8A	bone morphogenetic protein 8a	HGNC:21650	1p34.3
LIPA	Approved symbol	LIPA	lipase A, lysosomal acid type	HGNC:6617	10q23.31
SLC25A5	Approved symbol	SLC25A5	solute carrier family 25 member 5	HGNC:10991	Xq24
THADA	Approved symbol	THADA	THADA armadillo repeat containing	HGNC:19217	2p21
NTRK1	Approved symbol	NTRK1	neurotrophic receptor tyrosine kinase 1	HGNC:8031	1q23.1
SCN9A	Approved symbol	SCN9A	sodium voltage-gated channel alpha subunit 9	HGNC:10597	2q24.3
LXN	Approved symbol	LXN	latexin	HGNC:13347	3q25.32
TAC4	Approved symbol	TAC4	tachykinin precursor 4	HGNC:16641	17q21.33
DISC1	Approved symbol	DISC1	DISC1 scaffold protein	HGNC:2888	1q42.2
EPHB1	Approved symbol	EPHB1	EPH receptor B1	HGNC:3392	3q22.2
BTBD9	Approved symbol	BTBD9	BTB domain containing 9	HGNC:21228	6p21.2
MMP24	Approved symbol	MMP24	matrix metallopeptidase 24	HGNC:7172	20q11.22
TAC1	Approved symbol	TAC1	tachykinin precursor 1	HGNC:11517	7q21.3
NR2F6	Approved symbol	NR2F6	nuclear receptor subfamily 2 group F member 6	HGNC:7977	19p13.11
PRDM12	Approved symbol	PRDM12	PR/SET domain 12	HGNC:13997	9q34.12
CXCL12	Approved symbol	CXCL12	C-X-C motif chemokine ligand 12	HGNC:10672	10q11.21
COMT	Approved symbol	COMT	catechol-O-methyltransferase	HGNC:2228	22q11.21
SCRN3	Approved symbol	SCRN3	secernin 3	HGNC:30382	2q31.1
PWWP2B	Approved symbol	PWWP2B	PWWP domain containing 2B	HGNC:25150	10q26.3
SLC25A44	Approved symbol	SLC25A44	solute carrier family 25 member 44	HGNC:29036	1q22
PTGES	Approved symbol	PTGES	prostaglandin E synthase	HGNC:9599	9q34.11
ANO3	Approved symbol	ANO3	anoctamin 3	HGNC:14004	11p14.2
NGFR	Approved symbol	NGFR	nerve growth factor receptor	HGNC:7809	17q21.33
DRGX	Approved symbol	DRGX	dorsal root ganglia homeobox	HGNC:21536	10q11.23
GMPR	Approved symbol	GMPR	guanosine monophosphate reductase	HGNC:4376	6p22.3
SLC9A1	Approved symbol	SLC9A1	solute carrier family 9 member A1	HGNC:11071	1p36.11
PLIN1	Approved symbol	PLIN1	perilipin 1	HGNC:9076	15q26.1
SAXO1	Approved symbol	SAXO1	stabilizer of axonemal microtubules 1	HGNC:28566	9p22.1
VGF	Approved symbol	VGF	VGF nerve growth factor inducible	HGNC:12684	7q22.1
TMEM135	Approved symbol	TMEM135	transmembrane protein 135	HGNC:26167	11q14.2
DNAJC3	Approved symbol	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3	HGNC:9439	13q32.1
PRKAA1	Approved symbol	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1	HGNC:9376	5p13.1
CDH8	Approved symbol	CDH8	cadherin 8	HGNC:1767	16q21
RNF170	Approved symbol	RNF170	ring finger protein 170	HGNC:25358	8p11.21
ALDH18A1	Approved symbol	ALDH18A1	aldehyde dehydrogenase 18 family member A1	HGNC:9722	10q24.1
HMGCS2	Approved symbol	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	HGNC:5008	1p12
TRPV3	Approved symbol	TRPV3	transient receptor potential cation channel subfamily V member 3	HGNC:18084	17p13.2
SLC25A27	Approved symbol	SLC25A27	solute carrier family 25 member 27	HGNC:21065	6p12.3
PCSK1N	Approved symbol	PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	HGNC:17301	Xp11.23
RNF34	Approved symbol	RNF34	ring finger protein 34	HGNC:17297	12q24.31
GLRX2	Approved symbol	GLRX2	glutaredoxin 2	HGNC:16065	1q31.2
HSPD1	Approved symbol	HSPD1	heat shock protein family D (Hsp60) member 1	HGNC:5261	2q33.1
CIRBP	Approved symbol	CIRBP	cold inducible RNA binding protein	HGNC:1982	19p13.3
EIF2AK4	Approved symbol	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	HGNC:19687	15q15.1
TOP1	Approved symbol	TOP1	DNA topoisomerase I	HGNC:11986	20q12
ACADM	Approved symbol	ACADM	acyl-CoA dehydrogenase medium chain	HGNC:89	1p31.1
NFE2L1	Approved symbol	NFE2L1	NFE2 like bZIP transcription factor 1	HGNC:7781	17q21.32
FGF16	Approved symbol	FGF16	fibroblast growth factor 16	HGNC:3672	Xq21.1
NFKBIA	Approved symbol	NFKBIA	NFKB inhibitor alpha	HGNC:7797	14q13.2
MME	Approved symbol	MME	membrane metalloendopeptidase	HGNC:7154	3q25.2
RYR1	Approved symbol	RYR1	ryanodine receptor 1	HGNC:10483	19q13.2
ASPH	Approved symbol	ASPH	aspartate beta-hydroxylase	HGNC:757	8q12.3
IL10	Approved symbol	IL10	interleukin 10	HGNC:5962	1q32.1
FOS	Approved symbol	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	HGNC:3796	14q24.3
RELB	Approved symbol	RELB	RELB proto-oncogene, NF-kB subunit	HGNC:9956	19q13.32
JUN	Approved symbol	JUN	Jun proto-oncogene, AP-1 transcription factor subunit	HGNC:6204	1p32.1
NFKB1	Approved symbol	NFKB1	nuclear factor kappa B subunit 1	HGNC:7794	4q24
REL	Approved symbol	REL	REL proto-oncogene, NF-kB subunit	HGNC:9954	2p16.1
IL6R	Approved symbol	IL6R	interleukin 6 receptor	HGNC:6019	1q21.3
IL11RA	Approved symbol	IL11RA	interleukin 11 receptor subunit alpha	HGNC:5967	9p13.3
NFKB2	Approved symbol	NFKB2	nuclear factor kappa B subunit 2	HGNC:7795	10q24.32
RELA	Approved symbol	RELA	RELA proto-oncogene, NF-kB subunit	HGNC:9955	11q13.1
ABCC8	Approved symbol	ABCC8	ATP binding cassette subfamily C member 8	HGNC:59	11p15.1
KL	Approved symbol	KL	klotho	HGNC:6344	13q13.1
ACE	Approved symbol	ACE	angiotensin I converting enzyme	HGNC:2707	17q23.3
MMP9	Approved symbol	MMP9	matrix metallopeptidase 9	HGNC:7176	20q13.12
MMP2	Approved symbol	MMP2	matrix metallopeptidase 2	HGNC:7166	16q12.2
MTHFR	Approved symbol	MTHFR	methylenetetrahydrofolate reductase	HGNC:7436	1p36.22
NTRK2	Approved symbol	NTRK2	neurotrophic receptor tyrosine kinase 2	HGNC:8032	9q21.33
PRKCH	Approved symbol	PRKCH	protein kinase C eta	HGNC:9403	14q23.1
GPX3	Approved symbol	GPX3	glutathione peroxidase 3	HGNC:4555	5q33.1
PARK7	Approved symbol	PARK7	Parkinsonism associated deglycase	HGNC:16369	1p36.23
APOA5	Approved symbol	APOA5	apolipoprotein A5	HGNC:17288	11q23.3
LTA	Approved symbol	LTA	lymphotoxin alpha	HGNC:6709	6p21.33
PON1	Approved symbol	PON1	paraoxonase 1	HGNC:9204	7q21.3
PTGIS	Approved symbol	PTGIS	prostaglandin I2 synthase	HGNC:9603	20q13.13
CBS	Approved symbol	CBS	cystathionine beta-synthase	HGNC:1550	21q22.3
ALOX5AP	Approved symbol	ALOX5AP	arachidonate 5-lipoxygenase activating protein	HGNC:436	13q12.3
GRIN1	Approved symbol	GRIN1	glutamate ionotropic receptor NMDA type subunit 1	HGNC:4584	9q34.3
NPY	Approved symbol	NPY	neuropeptide Y	HGNC:7955	7p15.3
TBXAS1	Approved symbol	TBXAS1	thromboxane A synthase 1	HGNC:11609	7q34
ITGA9	Approved symbol	ITGA9	integrin subunit alpha 9	HGNC:6145	3p22.2
PON2	Approved symbol	PON2	paraoxonase 2	HGNC:9205	7q21.3
HLA-DRB1	Approved symbol	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	HGNC:4948	6p21.32
IFNB1	Approved symbol	IFNB1	interferon beta 1	HGNC:5434	9p21.3
MTR	Approved symbol	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	HGNC:7468	1q43
BHMT	Approved symbol	BHMT	betaine--homocysteine S-methyltransferase	HGNC:1047	5q14.1
TYMS	Approved symbol	TYMS	thymidylate synthetase	HGNC:12441	18p11.32
MYRF	Approved symbol	MYRF	myelin regulatory factor	HGNC:1181	11q12.2
TOMM40	Approved symbol	TOMM40	translocase of outer mitochondrial membrane 40	HGNC:18001	19q13.32
PDX1	Approved symbol	PDX1	pancreatic and duodenal homeobox 1	HGNC:6107	13q12.2
HNF1A	Approved symbol	HNF1A	HNF1 homeobox A	HGNC:11621	12q24.31
KALRN	Approved symbol	KALRN	kalirin RhoGEF kinase	HGNC:4814	3q21.1-q21.2
LIPG	Approved symbol	LIPG	lipase G, endothelial type	HGNC:6623	18q21.1
HLA-A	Approved symbol	HLA-A	major histocompatibility complex, class I, A	HGNC:4931	6p22.1
PHACTR1	Approved symbol	PHACTR1	phosphatase and actin regulator 1	HGNC:20990	6p24.1
FOLH1	Approved symbol	FOLH1	folate hydrolase 1	HGNC:3788	11p11.12
GCH1	Approved symbol	GCH1	GTP cyclohydrolase 1	HGNC:4193	14q22.2
HBA1	Approved symbol	HBA1	hemoglobin subunit alpha 1	HGNC:4823	16p13.3
HLA-B	Approved symbol	HLA-B	major histocompatibility complex, class I, B	HGNC:4932	6p21.33
AGXT2	Approved symbol	AGXT2	alanine--glyoxylate aminotransferase 2	HGNC:14412	5p13.2
H19	Approved symbol	H19	H19 imprinted maternally expressed transcript	HGNC:4713	11p15.5
NOTCH3	Approved symbol	NOTCH3	notch receptor 3	HGNC:7883	19p13.12
GRN	Approved symbol	GRN	granulin precursor	HGNC:4601	17q21.31
ACSL4	Approved symbol	ACSL4	acyl-CoA synthetase long chain family member 4	HGNC:3571	Xq23
FBN1	Approved symbol	FBN1	fibrillin 1	HGNC:3603	15q21.1
PRKCH-AS1	Approved symbol	PRKCH-AS1	PRKCH antisense RNA 1	HGNC:55588	14q23.1
PI4KA	Approved symbol	PI4KA	phosphatidylinositol 4-kinase alpha	HGNC:8983	22q11.21
TP63	Approved symbol	TP63	tumor protein p63	HGNC:15979	3q28
